우선순위,결함수,템플릿,요양기관명,시도,시군구,홈페이지,전화,후크전체,발송문구,발송일,회신,다음액션
3,3,A,강남성형외과의원,경기,오산시,http://www.osknps.co.kr/,031-377-7575,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 푸터 카피라이트 2014 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

강남성형외과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,나음내과의원,경기,의정부시,http://naumclinic.kr/,031-928-5628,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

나음내과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,강남조은눈안과의원,서울,강남구,http://www.visionclinic.co.kr/,02-535-8001,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2021 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

강남조은눈안과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,닥터베이직의원,서울,강남구,http://www.drbasic.co.kr/,02-3448-0090,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2018 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

닥터베이직의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,닥터웰니스의원,서울,강남구,http://www.drwellness.co.kr/,02-3447-3101,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

닥터웰니스의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,더블유성형외과의원,서울,강남구,http://www.gangnamw.co.kr/,02-535-7433,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

더블유성형외과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,리본성형외과의원,서울,강남구,http://www.rebornps.com/,02-543-3355,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

리본성형외과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,린의원,서울,강남구,http://www.lyhnclinic.com/,02-3448-3003,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

린의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,미큐의원,서울,강남구,http://www.miqclinic.com/,313-4566,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

미큐의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,바탕성형외과의원,서울,강남구,https://www.batangps.com/,02-517-5953,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2020 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

바탕성형외과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,셀리에의원,서울,강남구,https://cellierclinic.com/,02-6358-0123,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

셀리에의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,신논현톡스앤필의원,서울,강남구,https://www.toxnfill9.com/,02-6951-4882,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2021 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

신논현톡스앤필의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,신학철피부과의원,서울,강남구,http://www.doctorlaser.co.kr/,02-501-7575,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

신학철피부과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,아이유의원,서울,강남구,http://www.i-you.co.kr/,02-517-7539,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

아이유의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰 화면에 맞춰지지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,안성열성형외과피부과의원,서울,강남구,http://www.pscliahn.com/,512-2627,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

안성열성형외과피부과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,압구정바로보기안과의원,서울,강남구,http://www.barobogi.com/,02-548-3133,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

압구정바로보기안과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,압구정페이스라인성형외과의원,서울,강남구,http://www.face-line.co.kr/,02-541-8668,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 푸터 카피라이트 2015 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

압구정페이스라인성형외과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰 화면에 맞춰지지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,에이치투오의원,서울,강남구,http://www.htoaging.com/,02-593-5670,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

에이치투오의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,연세라인업의원,서울,강남구,http://www.xn--oi2bp8p5vd3em9e.kr/,02-553-8070,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

연세라인업의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,유니크성형외과의원,서울,강남구,http://www.uniqueps.co.kr/,02-561-2255,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2013 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

유니크성형외과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,이규호모아름의원,서울,강남구,http://www.moarm.com/,3443-5826,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

이규호모아름의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,이혜미산부인과의원,서울,강남구,http://www.hemi.co.kr/,508-4693,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

이혜미산부인과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,퓨어피부과의원,서울,강남구,http://www.pureclinic.kr/,02-3443-1222,HTTPS 미설정(http로만 접속) / 모바일 가로스크롤 발생 / 푸터 카피라이트 2018 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

퓨어피부과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,연세신효선성형외과의원,서울,강북구,http://www.yonseiclinic.net/,02-905-0690,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 개인정보처리방침 없음 / 푸터 카피라이트 2002 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

연세신효선성형외과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 개인정보처리방침 페이지가 없는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,우리맑은의원,서울,강북구,http://www.wooriskin.com/,02-987-7711,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

우리맑은의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,강남준성형외과의원,서울,강서구,http://www.juneclinic.co.kr/,533-0285,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

강남준성형외과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,A,우리정형외과의원,서울,강서구,http://www.woorios.co.kr/,02-2644-0114,HTTPS 미설정(http로만 접속) / tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

우리정형외과의원 홈페이지에 https:// 로 접속하면 보안 인증서 오류로 경고 화면이 뜨고, http:// 로만 정상 접속됩니다.

요즘 브라우저는 주소를 입력하면 https 부터 시도하기 때문에 환자분에 따라 경고 화면을 먼저 보게 됩니다. http 로 열려도 주소창에 ""안전하지 않음""이 표시됩니다.

무료 인증서로도 해결됩니다.

이 외에 휴대폰에서 전화번호를 눌러도 연결되지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,서울비뇨기과의원,서울,노원구,http://www.uronowon.com/,02-951-4336,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / viewport 없음 — 모바일 미대응 / 개인정보처리방침 없음,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

서울비뇨기과의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰 화면에 맞춰지지 않는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
3,3,B,리버스의원,서울,마포구,http://www.reverseclinic.com/,02-1544-0890,tel: 링크 없음 — 휴대폰에서 전화 연결 안 됨 / 모바일 가로스크롤 발생 / 푸터 카피라이트 2020 — 방치 인상,"안녕하세요. 환자 문의가 아니라, 홈페이지 관련해 알려드릴 것이 있어 남깁니다.

리버스의원 홈페이지의 전화번호가 눌러서 전화를 걸 수 있는 형태가 아니라 글자로만 표시되어 있습니다.

휴대폰으로 보시는 분이 번호를 눌러도 아무 일이 일어나지 않아, 번호를 따로 옮겨 적어 전화 앱에 입력해야 합니다. 진료 문의가 대부분 전화로 들어오는 만큼 이 단계에서 이탈이 생깁니다.

간단한 수정으로 해결됩니다.

이 외에 휴대폰에서 화면이 좌우로 밀리는 점도 함께 확인해 보시면 좋겠습니다.

관리 업체에 그대로 전달하시면 됩니다. 제게 회신하지 않으셔도 괜찮습니다.

웅쓰컴퍼니 / woongs.official@gmail.com",,,
